user_id,quiz_session_id,question_id,category,difficulty,selected_answer,correct_answer,is_correct,reward,attempt_number,timestamp
19,sess-19-496525,33,history,hard,A,A,True,1.0,1,1787490927.7018445
172,sess-172-496525,32,sports,medium,C,C,True,1.0,1,1787491575.863885
34,sess-34-496525,47,music,hard,D,A,False,0.0,1,1787492224.0259254
148,sess-148-496525,31,history,easy,A,A,True,1.0,1,1787492872.187966
122,sess-122-496525,52,music,medium,A,A,True,1.0,1,1787493520.3500066
25,sess-25-496526,7,movies,easy,C,A,False,0.0,1,1787494168.512047
109,sess-109-496526,27,movies,hard,B,B,True,1.0,1,1787494816.6740875
187,sess-187-496526,4,movies,medium,D,A,False,0.0,1,1787495464.836128
26,sess-26-496526,4,movies,medium,A,A,True,1.0,1,1787496112.9981685
87,sess-87-496526,52,music,medium,B,A,False,0.0,1,1787496761.160209
50,sess-50-496527,13,geography,medium,A,A,True,1.0,1,1787497409.3222497
36,sess-36-496527,28,history,medium,B,B,True,1.0,1,1787498057.4842901
119,sess-119-496527,16,science,hard,A,D,False,0.0,1,1787498705.6463306
114,sess-114-496527,52,music,medium,D,A,False,0.0,1,1787499353.808371
26,sess-26-496527,4,movies,medium,D,A,False,0.0,2,1787500001.9704115
4,sess-4-496527,6,history,hard,A,B,False,0.0,1,1787500650.132452
43,sess-43-496528,27,movies,hard,B,B,True,1.0,1,1787501298.2944927
55,sess-55-496528,56,science,easy,D,D,True,1.0,1,1787501946.4565332
16,sess-16-496528,11,history,medium,B,B,True,1.0,1,1787502594.6185737
100,sess-100-496528,17,music,hard,B,C,False,0.0,1,1787503242.7806141
74,sess-74-496528,28,history,medium,D,B,False,0.0,1,1787503890.9426546
143,sess-143-496529,43,music,medium,A,B,False,0.0,1,1787504539.104695
49,sess-49-496529,19,science,hard,A,A,True,1.0,1,1787505187.2667358
15,sess-15-496529,38,music,hard,A,C,False,0.0,1,1787505835.4287763
192,sess-192-496529,21,science,medium,B,B,True,1.0,1,1787506483.5908167
150,sess-150-496529,31,history,easy,A,A,True,1.0,1,1787507131.7528572
136,sess-136-496529,11,history,medium,B,B,True,1.0,1,1787507779.9148977
131,sess-131-496530,6,history,hard,A,B,False,0.0,1,1787508428.0769382
153,sess-153-496530,5,science,easy,B,A,False,0.0,2,1787509076.2389786
104,sess-104-496530,8,history,medium,C,D,False,0.0,1,1787509724.4010193
64,sess-64-496530,38,music,hard,C,C,True,1.0,1,1787510372.5630598
159,sess-159-496530,6,history,hard,B,B,True,1.0,1,1787511020.7251003
150,sess-150-496531,37,history,hard,B,B,True,1.0,1,1787511668.8871408
67,sess-67-496531,14,science,hard,B,C,False,0.0,1,1787512317.0491812
62,sess-62-496531,17,music,hard,C,C,True,1.0,1,1787512965.2112217
172,sess-172-496531,42,history,hard,A,A,True,1.0,1,1787513613.3732624
81,sess-81-496531,60,science,hard,A,D,False,0.0,1,1787514261.5353029
3,sess-3-496531,30,music,medium,B,B,True,1.0,1,1787514909.6973433
145,sess-145-496532,7,movies,easy,A,A,True,1.0,1,1787515557.8593838
55,sess-55-496532,33,history,hard,A,A,True,1.0,1,1787516206.0214243
90,sess-90-496532,57,geography,easy,C,C,True,1.0,1,1787516854.1834648
63,sess-63-496532,24,history,hard,C,C,True,1.0,1,1787517502.3455055
113,sess-113-496532,54,movies,hard,B,B,True,1.0,1,1787518150.507546
78,sess-78-496532,40,history,easy,D,C,False,0.0,1,1787518798.6695864
136,sess-136-496533,1,science,hard,D,A,False,0.0,1,1787519446.831627
77,sess-77-496533,60,science,hard,A,D,False,0.0,1,1787520094.9936674
68,sess-68-496533,8,history,medium,C,D,False,0.0,1,1787520743.1557078
142,sess-142-496533,10,geography,medium,D,D,True,1.0,1,1787521391.3177485
155,sess-155-496533,14,science,hard,A,C,False,0.0,1,1787522039.479789
176,sess-176-496534,41,science,easy,C,D,False,0.0,1,1787522687.6418295
126,sess-126-496534,17,music,hard,A,C,False,0.0,1,1787523335.80387
24,sess-24-496534,41,science,easy,D,D,True,1.0,1,1787523983.9659104
71,sess-71-496534,3,music,easy,B,B,True,1.0,1,1787524632.127951
198,sess-198-496534,9,science,easy,C,C,True,1.0,1,1787525280.2899914
68,sess-68-496534,11,history,medium,D,B,False,0.0,1,1787525928.452032
181,sess-181-496535,28,history,medium,B,B,True,1.0,1,1787526576.6140726
29,sess-29-496535,5,science,easy,D,A,False,0.0,1,1787527224.776113
39,sess-39-496535,35,sports,hard,D,D,True,1.0,1,1787527872.9381535
95,sess-95-496535,38,music,hard,C,C,True,1.0,1,1787528521.100194
111,sess-111-496535,9,science,easy,C,C,True,1.0,1,1787529169.2622344
94,sess-94-496536,58,history,hard,B,A,False,0.0,1,1787529817.4242752
92,sess-92-496536,14,science,hard,D,C,False,0.0,1,1787530465.5863156
27,sess-27-496536,23,history,medium,B,C,False,0.0,1,1787531113.748356
159,sess-159-496536,48,music,medium,C,C,True,1.0,1,1787531761.9103966
61,sess-61-496536,56,science,easy,D,D,True,1.0,1,1787532410.072437
46,sess-46-496536,57,geography,easy,C,C,True,1.0,1,1787533058.2344775
46,sess-46-496537,48,music,medium,B,C,False,0.0,1,1787533706.3965182
172,sess-172-496537,56,science,easy,A,D,False,0.0,1,1787534354.5585587
69,sess-69-496537,11,history,medium,A,B,False,0.0,1,1787535002.7205992
98,sess-98-496537,56,science,easy,D,D,True,1.0,1,1787535650.8826396
121,sess-121-496537,15,movies,easy,D,D,True,1.0,1,1787536299.04468
118,sess-118-496538,23,history,medium,C,C,True,1.0,1,1787536947.2067206
59,sess-59-496538,15,movies,easy,D,D,True,1.0,1,1787537595.3687613
50,sess-50-496538,26,movies,hard,A,A,True,1.0,1,1787538243.5308018
18,sess-18-496538,50,sports,easy,B,B,True,1.0,1,1787538891.6928422
165,sess-165-496538,33,history,hard,A,A,True,1.0,1,1787539539.8548827
138,sess-138-496538,22,sports,hard,A,C,False,0.0,1,1787540188.0169232
67,sess-67-496539,12,science,medium,A,A,True,1.0,1,1787540836.1789637
68,sess-68-496539,3,music,easy,B,B,True,1.0,1,1787541484.3410041
112,sess-112-496539,23,history,medium,B,C,False,0.0,1,1787542132.5030448
112,sess-112-496539,39,movies,medium,A,D,False,0.0,1,1787542780.6650853
99,sess-99-496539,58,history,hard,A,A,True,1.0,1,1787543428.8271258
66,sess-66-496540,3,music,easy,A,B,False,0.0,1,1787544076.9891663
134,sess-134-496540,60,science,hard,C,D,False,0.0,1,1787544725.1512067
185,sess-185-496540,48,music,medium,A,C,False,0.0,1,1787545373.3132472
94,sess-94-496540,28,history,medium,B,B,True,1.0,1,1787546021.475288
171,sess-171-496540,59,science,hard,A,A,True,1.0,1,1787546669.6373284
81,sess-81-496540,43,music,medium,D,B,False,0.0,1,1787547317.7993689
77,sess-77-496541,33,history,hard,A,A,True,1.0,1,1787547965.9614093
105,sess-105-496541,21,science,medium,B,B,True,1.0,1,1787548614.1234498
76,sess-76-496541,36,history,medium,D,D,True,1.0,1,1787549262.2854903
108,sess-108-496541,43,music,medium,D,B,False,0.0,1,1787549910.447531
192,sess-192-496541,58,history,hard,A,A,True,1.0,1,1787550558.6095715
146,sess-146-496542,20,geography,easy,B,B,True,1.0,1,1787551206.771612
1,sess-1-496542,20,geography,easy,B,B,True,1.0,1,1787551854.9336524
111,sess-111-496542,51,movies,easy,C,C,True,1.0,1,1787552503.0956929
168,sess-168-496542,21,science,medium,B,B,True,1.0,1,1787553151.2577333
114,sess-114-496542,44,sports,medium,A,A,True,1.0,1,1787553799.419774
122,sess-122-496542,51,movies,easy,D,C,False,0.0,1,1787554447.5818145
44,sess-44-496543,43,music,medium,B,B,True,1.0,1,1787555095.743855
132,sess-132-496543,43,music,medium,B,B,True,1.0,1,1787555743.9058955
86,sess-86-496543,6,history,hard,A,B,False,0.0,1,1787556392.067936
173,sess-173-496543,20,geography,easy,B,B,True,1.0,1,1787557040.2299764
51,sess-51-496543,10,geography,medium,D,D,True,1.0,1,1787557688.392017
63,sess-63-496543,31,history,easy,A,A,True,1.0,1,1787558336.5540576
197,sess-197-496544,5,science,easy,A,A,True,1.0,1,1787558984.716098
162,sess-162-496544,37,history,hard,B,B,True,1.0,1,1787559632.8781385
179,sess-179-496544,25,music,hard,C,C,True,1.0,1,1787560281.040179
63,sess-63-496544,10,geography,medium,A,D,False,0.0,1,1787560929.2022195
193,sess-193-496544,56,science,easy,A,D,False,0.0,1,1787561577.36426
200,sess-200-496545,28,history,medium,B,B,True,1.0,1,1787562225.5263007
179,sess-179-496545,34,history,hard,C,C,True,1.0,1,1787562873.6883411
143,sess-143-496545,16,science,hard,A,D,False,0.0,1,1787563521.8503816
117,sess-117-496545,9,science,easy,D,C,False,0.0,1,1787564170.012422
136,sess-136-496545,36,history,medium,D,D,True,1.0,1,1787564818.1744626
194,sess-194-496545,58,history,hard,A,A,True,1.0,1,1787565466.336503
185,sess-185-496546,58,history,hard,A,A,True,1.0,1,1787566114.4985437
141,sess-141-496546,29,geography,hard,C,D,False,0.0,1,1787566762.6605842
122,sess-122-496546,29,geography,hard,D,D,True,1.0,1,1787567410.8226247
64,sess-64-496546,54,movies,hard,B,B,True,1.0,1,1787568058.9846652
197,sess-197-496546,50,sports,easy,B,B,True,1.0,1,1787568707.1467056
161,sess-161-496547,16,science,hard,D,D,True,1.0,1,1787569355.308746
20,sess-20-496547,46,music,hard,A,A,True,1.0,1,1787570003.4707868
70,sess-70-496547,22,sports,hard,C,C,True,1.0,1,1787570651.6328273
139,sess-139-496547,6,history,hard,B,B,True,1.0,1,1787571299.7948678
60,sess-60-496547,25,music,hard,D,C,False,0.0,1,1787571947.9569082
55,sess-55-496547,5,science,easy,A,A,True,1.0,1,1787572596.1189487
85,sess-85-496548,35,sports,hard,D,D,True,1.0,1,1787573244.2809892
16,sess-16-496548,14,science,hard,B,C,False,0.0,1,1787573892.4430296
198,sess-198-496548,38,music,hard,A,C,False,0.0,1,1787574540.6050704
196,sess-196-496548,37,history,hard,B,B,True,1.0,1,1787575188.7671108
2,sess-2-496548,23,history,medium,C,C,True,1.0,1,1787575836.9291513
100,sess-100-496549,55,movies,medium,C,A,False,0.0,1,1787576485.0911918
138,sess-138-496549,48,music,medium,D,C,False,0.0,1,1787577133.2532322
57,sess-57-496549,32,sports,medium,C,C,True,1.0,1,1787577781.4152727
112,sess-112-496549,32,sports,medium,C,C,True,1.0,1,1787578429.5773134
87,sess-87-496549,43,music,medium,C,B,False,0.0,1,1787579077.739354
186,sess-186-496549,11,history,medium,A,B,False,0.0,1,1787579725.9013944
160,sess-160-496550,35,sports,hard,D,D,True,1.0,1,1787580374.0634348
101,sess-101-496550,38,music,hard,C,C,True,1.0,1,1787581022.2254753
7,sess-7-496550,6,history,hard,B,B,True,1.0,1,1787581670.3875158
35,sess-35-496550,56,science,easy,D,D,True,1.0,1,1787582318.5495565
13,sess-13-496550,17,music,hard,C,C,True,1.0,1,1787582966.711597
55,sess-55-496551,30,music,medium,B,B,True,1.0,1,1787583614.8736374
195,sess-195-496551,57,geography,easy,C,C,True,1.0,1,1787584263.035678
193,sess-193-496551,54,movies,hard,B,B,True,1.0,1,1787584911.1977184
21,sess-21-496551,31,history,easy,A,A,True,1.0,1,1787585559.3597589
139,sess-139-496551,4,movies,medium,C,A,False,0.0,1,1787586207.5217996
58,sess-58-496551,42,history,hard,A,A,True,1.0,1,1787586855.68384
167,sess-167-496552,3,music,easy,A,B,False,0.0,1,1787587503.8458805
52,sess-52-496552,54,movies,hard,B,B,True,1.0,1,1787588152.007921
40,sess-40-496552,16,science,hard,D,D,True,1.0,1,1787588800.1699615
172,sess-172-496552,8,history,medium,D,D,True,1.0,1,1787589448.332002
56,sess-56-496552,30,music,medium,C,B,False,0.0,1,1787590096.4940424
43,sess-43-496552,39,movies,medium,D,D,True,1.0,1,1787590744.656083
192,sess-192-496553,46,music,hard,A,A,True,1.0,1,1787591392.8181236
42,sess-42-496553,20,geography,easy,B,B,True,1.0,1,1787592040.980164
7,sess-7-496553,60,science,hard,D,D,True,1.0,1,1787592689.1422045
174,sess-174-496553,59,science,hard,C,A,False,0.0,1,1787593337.304245
184,sess-184-496553,13,geography,medium,A,A,True,1.0,1,1787593985.4662855
177,sess-177-496554,54,movies,hard,B,B,True,1.0,1,1787594633.6283262
27,sess-27-496554,45,movies,medium,C,D,False,0.0,1,1787595281.7903666
154,sess-154-496554,52,music,medium,A,A,True,1.0,1,1787595929.9524071
145,sess-145-496554,51,movies,easy,C,C,True,1.0,1,1787596578.1144476
137,sess-137-496554,28,history,medium,A,B,False,0.0,1,1787597226.276488
130,sess-130-496554,42,history,hard,A,A,True,1.0,1,1787597874.4385285
108,sess-108-496555,53,history,medium,B,B,True,1.0,1,1787598522.6005692
111,sess-111-496555,24,history,hard,C,C,True,1.0,1,1787599170.7626097
118,sess-118-496555,46,music,hard,A,A,True,1.0,1,1787599818.9246502
46,sess-46-496555,47,music,hard,A,A,True,1.0,1,1787600467.0866907
167,sess-167-496555,18,movies,easy,C,C,True,1.0,1,1787601115.2487311
138,sess-138-496556,50,sports,easy,B,B,True,1.0,1,1787601763.4107716
112,sess-112-496556,53,history,medium,C,B,False,0.0,1,1787602411.5728123
83,sess-83-496556,55,movies,medium,A,A,True,1.0,1,1787603059.7348528
23,sess-23-496556,18,movies,easy,A,C,False,0.0,1,1787603707.8968933
193,sess-193-496556,30,music,medium,B,B,True,1.0,1,1787604356.0589337
172,sess-172-496556,25,music,hard,C,C,True,1.0,1,1787605004.2209742
127,sess-127-496557,55,movies,medium,A,A,True,1.0,1,1787605652.3830147
125,sess-125-496557,14,science,hard,C,C,True,1.0,1,1787606300.5450552
67,sess-67-496557,22,sports,hard,C,C,True,1.0,1,1787606948.7070959
153,sess-153-496557,45,movies,medium,C,D,False,0.0,1,1787607596.8691363
3,sess-3-496557,34,history,hard,A,C,False,0.0,1,1787608245.0311768
62,sess-62-496558,47,music,hard,A,A,True,1.0,1,1787608893.1932173
143,sess-143-496558,49,geography,medium,A,A,True,1.0,1,1787609541.3552577
122,sess-122-496558,42,history,hard,C,A,False,0.0,1,1787610189.5172982
5,sess-5-496558,6,history,hard,B,B,True,1.0,1,1787610837.679339
104,sess-104-496558,45,movies,medium,D,D,True,1.0,1,1787611485.8413794
170,sess-170-496558,38,music,hard,C,C,True,1.0,1,1787612134.0034199
142,sess-142-496559,34,history,hard,C,C,True,1.0,1,1787612782.1654603
191,sess-191-496559,36,history,medium,D,D,True,1.0,1,1787613430.3275008
180,sess-180-496559,30,music,medium,B,B,True,1.0,1,1787614078.4895413
65,sess-65-496559,15,movies,easy,D,D,True,1.0,1,1787614726.651582
50,sess-50-496559,21,science,medium,B,B,True,1.0,1,1787615374.8136225
138,sess-138-496560,49,geography,medium,B,A,False,0.0,1,1787616022.975663
56,sess-56-496560,48,music,medium,C,C,True,1.0,1,1787616671.1377034
186,sess-186-496560,38,music,hard,D,C,False,0.0,1,1787617319.299744
153,sess-153-496560,19,science,hard,B,A,False,0.0,1,1787617967.4617844
76,sess-76-496560,15,movies,easy,D,D,True,1.0,1,1787618615.623825
78,sess-78-496560,1,science,hard,B,A,False,0.0,1,1787619263.7858655
71,sess-71-496561,3,music,easy,D,B,False,0.0,2,1787619911.947906
75,sess-75-496561,45,movies,medium,C,D,False,0.0,1,1787620560.1099465
193,sess-193-496561,32,sports,medium,C,C,True,1.0,1,1787621208.271987
4,sess-4-496561,37,history,hard,B,B,True,1.0,1,1787621856.4340274
123,sess-123-496561,29,geography,hard,D,D,True,1.0,1,1787622504.596068
14,sess-14-496561,17,music,hard,B,C,False,0.0,1,1787623152.7581086
30,sess-30-496562,53,history,medium,B,B,True,1.0,1,1787623800.920149
126,sess-126-496562,5,science,easy,A,A,True,1.0,1,1787624449.0821896
176,sess-176-496562,4,movies,medium,A,A,True,1.0,1,1787625097.24423
145,sess-145-496562,20,geography,easy,B,B,True,1.0,1,1787625745.4062705
64,sess-64-496562,8,history,medium,D,D,True,1.0,1,1787626393.568311
107,sess-107-496563,39,movies,medium,D,D,True,1.0,1,1787627041.7303517
159,sess-159-496563,15,movies,easy,B,D,False,0.0,1,1787627689.8923922
116,sess-116-496563,59,science,hard,A,A,True,1.0,1,1787628338.0544326
151,sess-151-496563,28,history,medium,B,B,True,1.0,1,1787628986.216473
159,sess-159-496563,4,movies,medium,A,A,True,1.0,1,1787629634.3785136
190,sess-190-496563,7,movies,easy,B,A,False,0.0,1,1787630282.540554
161,sess-161-496564,14,science,hard,C,C,True,1.0,1,1787630930.7025948
21,sess-21-496564,11,history,medium,B,B,True,1.0,1,1787631578.8646352
142,sess-142-496564,5,science,easy,A,A,True,1.0,1,1787632227.0266757
105,sess-105-496564,29,geography,hard,B,D,False,0.0,1,1787632875.1887162
75,sess-75-496564,3,music,easy,B,B,True,1.0,1,1787633523.3507566
181,sess-181-496565,19,science,hard,C,A,False,0.0,1,1787634171.512797
19,sess-19-496565,44,sports,medium,A,A,True,1.0,1,1787634819.6748376
68,sess-68-496565,51,movies,easy,D,C,False,0.0,1,1787635467.8368783
170,sess-170-496565,52,music,medium,C,A,False,0.0,1,1787636115.9989188
30,sess-30-496565,35,sports,hard,D,D,True,1.0,1,1787636764.1609592
39,sess-39-496565,59,science,hard,A,A,True,1.0,1,1787637412.3229997
37,sess-37-496566,5,science,easy,A,A,True,1.0,1,1787638060.4850402
79,sess-79-496566,39,movies,medium,C,D,False,0.0,1,1787638708.6470807
74,sess-74-496566,29,geography,hard,D,D,True,1.0,1,1787639356.8091214
177,sess-177-496566,20,geography,easy,C,B,False,0.0,1,1787640004.9711618
129,sess-129-496566,35,sports,hard,D,D,True,1.0,1,1787640653.1332023
21,sess-21-496567,39,movies,medium,D,D,True,1.0,1,1787641301.2952428
111,sess-111-496567,48,music,medium,C,C,True,1.0,1,1787641949.4572833
65,sess-65-496567,2,history,easy,C,C,True,1.0,1,1787642597.6193237
173,sess-173-496567,54,movies,hard,D,B,False,0.0,1,1787643245.7813644
6,sess-6-496567,49,geography,medium,C,A,False,0.0,1,1787643893.943405
148,sess-148-496567,3,music,easy,A,B,False,0.0,1,1787644542.1054454
121,sess-121-496568,34,history,hard,B,C,False,0.0,1,1787645190.2674859
47,sess-47-496568,38,music,hard,C,C,True,1.0,1,1787645838.4295263
126,sess-126-496568,6,history,hard,B,B,True,1.0,1,1787646486.5915668
105,sess-105-496568,22,sports,hard,C,C,True,1.0,1,1787647134.7536075
27,sess-27-496568,55,movies,medium,A,A,True,1.0,1,1787647782.915648
106,sess-106-496569,45,movies,medium,D,D,True,1.0,1,1787648431.0776885
170,sess-170-496569,26,movies,hard,D,A,False,0.0,1,1787649079.239729
10,sess-10-496569,30,music,medium,B,B,True,1.0,1,1787649727.4017694
65,sess-65-496569,21,science,medium,B,B,True,1.0,1,1787650375.5638099
198,sess-198-496569,26,movies,hard,B,A,False,0.0,1,1787651023.7258503
169,sess-169-496569,56,science,easy,D,D,True,1.0,1,1787651671.887891
106,sess-106-496570,4,movies,medium,A,A,True,1.0,1,1787652320.0499315
93,sess-93-496570,40,history,easy,D,C,False,0.0,1,1787652968.211972
114,sess-114-496570,49,geography,medium,A,A,True,1.0,1,1787653616.3740125
69,sess-69-496570,36,history,medium,D,D,True,1.0,1,1787654264.536053
74,sess-74-496570,29,geography,hard,B,D,False,0.0,2,1787654912.6980934
32,sess-32-496570,2,history,easy,D,C,False,0.0,1,1787655560.8601341
62,sess-62-496571,46,music,hard,A,A,True,1.0,1,1787656209.0221746
142,sess-142-496571,1,science,hard,A,A,True,1.0,1,1787656857.184215
24,sess-24-496571,15,movies,easy,A,D,False,0.0,1,1787657505.3462555
119,sess-119-496571,8,history,medium,D,D,True,1.0,1,1787658153.508296
40,sess-40-496571,32,sports,medium,B,C,False,0.0,1,1787658801.6703365
131,sess-131-496572,46,music,hard,A,A,True,1.0,1,1787659449.8323772
124,sess-124-496572,31,history,easy,A,A,True,1.0,1,1787660097.9944177
142,sess-142-496572,10,geography,medium,D,D,True,1.0,2,1787660746.1564581
154,sess-154-496572,33,history,hard,B,A,False,0.0,1,1787661394.3184986
18,sess-18-496572,18,movies,easy,B,C,False,0.0,1,1787662042.480539
88,sess-88-496572,60,science,hard,B,D,False,0.0,1,1787662690.6425796
1,sess-1-496573,19,science,hard,D,A,False,0.0,1,1787663338.8046203
149,sess-149-496573,43,music,medium,B,B,True,1.0,1,1787663986.9666607
39,sess-39-496573,29,geography,hard,D,D,True,1.0,1,1787664635.1287012
89,sess-89-496573,22,sports,hard,C,C,True,1.0,1,1787665283.2907417
140,sess-140-496573,25,music,hard,C,C,True,1.0,1,1787665931.4527822
83,sess-83-496574,56,science,easy,D,D,True,1.0,1,1787666579.6148226
179,sess-179-496574,16,science,hard,D,D,True,1.0,1,1787667227.776863
60,sess-60-496574,55,movies,medium,B,A,False,0.0,1,1787667875.9389038
82,sess-82-496574,48,music,medium,C,C,True,1.0,1,1787668524.1009443
98,sess-98-496574,25,music,hard,D,C,False,0.0,1,1787669172.2629848
39,sess-39-496574,32,sports,medium,A,C,False,0.0,1,1787669820.4250252
129,sess-129-496575,38,music,hard,C,C,True,1.0,1,1787670468.5870657
26,sess-26-496575,56,science,easy,A,D,False,0.0,1,1787671116.7491062
135,sess-135-496575,59,science,hard,A,A,True,1.0,1,1787671764.9111469
185,sess-185-496575,10,geography,medium,D,D,True,1.0,1,1787672413.0731874
168,sess-168-496575,10,geography,medium,D,D,True,1.0,1,1787673061.2352278
68,sess-68-496576,22,sports,hard,C,C,True,1.0,1,1787673709.3972683
102,sess-102-496576,42,history,hard,A,A,True,1.0,1,1787674357.5593088
85,sess-85-496576,55,movies,medium,D,A,False,0.0,1,1787675005.7213492
98,sess-98-496576,21,science,medium,B,B,True,1.0,1,1787675653.88339
195,sess-195-496576,32,sports,medium,A,C,False,0.0,1,1787676302.0454304
159,sess-159-496576,5,science,easy,A,A,True,1.0,1,1787676950.207471
176,sess-176-496577,59,science,hard,A,A,True,1.0,1,1787677598.3695114
59,sess-59-496577,48,music,medium,C,C,True,1.0,1,1787678246.5315518
26,sess-26-496577,49,geography,medium,A,A,True,1.0,1,1787678894.6935923
26,sess-26-496577,29,geography,hard,D,D,True,1.0,1,1787679542.855633
77,sess-77-496577,58,history,hard,A,A,True,1.0,1,1787680191.0176735
84,sess-84-496578,51,movies,easy,C,C,True,1.0,1,1787680839.179714
92,sess-92-496578,24,history,hard,C,C,True,1.0,1,1787681487.3417544
